title,link,video_id,channel,views,snippet,length_str,parsed_length,parsed_views
"MICHELLE OBAMA Opens Up On Her 8 Years In The White House: ""We Know Too Much.""",https://www.youtube.com/watch?v=X2vNGwMCw-M,X2vNGwMCw-M,Jay Shetty Podcast,"2,871,437 views",,1:07:25,4045,2871437
The Science Of Emotional Intelligence & Self-Understanding - Dr Julie Smith,https://www.youtube.com/watch?v=-lDza7kSqvw,-lDza7kSqvw,Chris Williamson,"58,978 views",,1:34:06,5646,58978
The 3 KEY SIGNS That Relationship Will Last! (How To Find Love) | Lewis Howes & Jay Shetty,https://www.youtube.com/watch?v=EDN9UAyPEZ0,EDN9UAyPEZ0,Jay Shetty Podcast,"618,759 views",,56:29,3389,618759
"""If You See These 5 Subtle Qualities in a Man, KEEP HIM"" | Stephanie Ike Okafor",https://www.youtube.com/watch?v=o2nsUH3hXRo,o2nsUH3hXRo,Lisa Bilyeu,"421,738 views",,1:50:04,6604,421738
The Fastest Way To Lose Belly Fat (THIS Is The Best Kept Weight Loss Secret) | Dr. Mindy Pelz,https://www.youtube.com/watch?v=bL2J_657prk,bL2J_657prk,Jay Shetty Podcast,"1,116,038 views",,1:29:01,5341,1116038
"Relationship Expert: “I’ve Met With Over 10,000 Women. If This Happens, She Will Leave Him!”",https://www.youtube.com/watch?v=fvXCMNTJU-U,fvXCMNTJU-U,Lewis Howes,"219,195 views",,1:09:20,4160,219195
4 HABITS OF WOMEN WHO ALWAYS ATTRACTB THE BEST MEN || BEST MOTIVATIONAL SPEECH DR. JOE DISPENZA,https://www.youtube.com/watch?v=QggE1AtueNk,QggE1AtueNk,dr.joedispenzamotivation9810,"46,956 views",,24:48,1488,46956
The 7 FASTEST Ways To Expose A Man's INTENTIONS,https://www.youtube.com/watch?v=Rk0IXnmeE7Q,Rk0IXnmeE7Q,Stephan Speaks,"83,974 views",,35:54,2154,83974
Dr. Joe Dispenza: WATCH THIS To Rewire Your Brain & ATTRACT Anything You Want,https://www.youtube.com/watch?v=F-MEegYIWaM,F-MEegYIWaM,Jay Shetty Podcast,"1,136,619 views",,1:14:51,4491,1136619
"Body Language Expert: Stop Using This, It’s Making People Dislike You, So Are These Subtle Mistakes!",https://www.youtube.com/watch?v=VHUrdELKjDw,VHUrdELKjDw,The Diary Of A CEO,"8,760,130 views",,2:43:35,9815,8760130
"Trevor Noah ON: For People Who FEEL LOST In Life, WATCH THIS To Find Yourself |  Jay Shetty",https://www.youtube.com/watch?v=a5BHutz6P-g,a5BHutz6P-g,Jay Shetty Podcast,"3,447,728 views",,1:31:10,5470,3447728
*EMOTIONAL* Kobe Bryant Motivational Video (MUST WATCH!),https://www.youtube.com/watch?v=9MHYHqD2Zpg,9MHYHqD2Zpg,Alpha Leaders,"814,336 views",,21:33,1293,814336
KEVIN HART ON: The SECRET To Success & Happiness NOBODY TALKS ABOUT (Do This In 2023) | Jay Shetty,https://www.youtube.com/watch?v=LAmGfokvgzA,LAmGfokvgzA,Jay Shetty Podcast,"3,530,994 views",,1:36:12,5772,3530994
Find Your Life's Purpose By Doing This ONE Thing,https://www.youtube.com/watch?v=aNAZZVVLzAA,aNAZZVVLzAA,Jay Shetty,"100,784 views",,14:28,868,100784
Tony Robbins ON: How To BRAINWASH Yourself For Success & Destroy NEGATIVE THOUGHTS! | Jay Shetty,https://www.youtube.com/watch?v=BwjnG45zO5U,BwjnG45zO5U,Jay Shetty Podcast,"2,906,910 views",,1:33:42,5622,2906910
Kobe Bryant at USC | Mamba Mentality | With David Belasco,https://www.youtube.com/watch?v=T5-vgyEbtPU,T5-vgyEbtPU,TheLeapTV,"2,595,216 views",,1:00:07,3607,2595216
Communicate with Confidence: The Blueprint for Mastering Every Conversation,https://www.youtube.com/watch?v=ZUCB3M_1Qp4,ZUCB3M_1Qp4,Mel Robbins,"2,211,549 views",,59:00,3540,2211549
Lewis Hamilton ON: EVERYTHING You've Been Taught About Success Is A LIE... |  Jay Shetty,https://www.youtube.com/watch?v=AyiWKXTd9aY,AyiWKXTd9aY,Jay Shetty Podcast,"2,202,997 views",,1:10:35,4235,2202997
The Deep Game of Kobe Bryant (Full-Length Movie),https://www.youtube.com/watch?v=qcXfK6fo7sE,qcXfK6fo7sE,DeepGame,"772,566 views",,53:30,3210,772566
TEDxShanghaiSalon - Power of the Mind,https://www.youtube.com/watch?v=9_tYXFbgjZk,9_tYXFbgjZk,richard hsu 徐宗漢,"869,774 views",,42:07,2527,869774
WATCH THIS EVERY DAY To Brainwash Yourself For SUCCESS & ABUNDANCE! | Joe Dispenza & Jay Shetty,https://www.youtube.com/watch?v=4qykb6jKXdo,4qykb6jKXdo,Jay Shetty Podcast,"6,488,169 views",,20:25,1225,6488169
Michael Jordan Speaks at A Celebration of Life for Kobe and Gianna Bryant,https://www.youtube.com/watch?v=R5Ue3B_Eu94,R5Ue3B_Eu94,Los Angeles Lakers,"20,770,985 views",,12:05,725,20770985
Michael B. Jordan EXCLUSIVE: How To Connect With Your Intuition & Focus On Your Path,https://www.youtube.com/watch?v=FlibCSZ93gM,FlibCSZ93gM,Jay Shetty Podcast,"1,112,926 views",,1:23:04,4984,1112926
"TOM HOLLAND: Launching A Second Career, Living Alcohol-Free, & Acting With Authenticity | Rich Roll",https://www.youtube.com/watch?v=zfyU30zrHHI,zfyU30zrHHI,Rich Roll,"1,291,313 views",,1:43:00,6180,1291313
The Difference Between Playing With Kobe & Jordan,https://www.youtube.com/watch?v=P-gdfHsdjkg,P-gdfHsdjkg,Gil's Arena,"1,516,877 views",,19:03,1143,1516877
Kobe Bryant’s Advice Will Leave You SPEECHLESS (MUST WATCH),https://www.youtube.com/watch?v=4n9Ki7lZX7o,4n9Ki7lZX7o,Outcast Motivation,"14,397 views",,15:31,931,14397
30 Minutes That Will Change Your Perspective on Life | Kobe Bryant Motivation,https://www.youtube.com/watch?v=Da-v4--Qn0U,Da-v4--Qn0U,Motivation Madness,"3,789,376 views",,33:11,1991,3789376
David Goggins: How to Build Immense Inner Strength,https://www.youtube.com/watch?v=nDLb8_wgX50,nDLb8_wgX50,Andrew Huberman,"18,188,117 views",,2:37:35,9455,18188117
Will Smith's LIFE ADVICE On Manifesting Success Will CHANGE YOUR LIFE  | Jay Shetty,https://www.youtube.com/watch?v=kDYMizH73cc,kDYMizH73cc,Jay Shetty Podcast,"4,228,387 views",,1:43:47,6227,4228387
Kobe Bryant’s Best Speech 2.0 | GREATEST Motivation Ever,https://www.youtube.com/watch?v=RvtxDjKJ5Jk,RvtxDjKJ5Jk,Outcast Motivation,"127,983 views",,20:57,1257,127983
"MICHELLE OBAMA Opens Up On Her 8 Years In The White House: ""We Know Too Much.""",https://www.youtube.com/watch?v=X2vNGwMCw-M,X2vNGwMCw-M,Jay Shetty Podcast,"2,871,437 views",,1:07:25,4045,2871437
"Tom Hanks Shares Stories from 40 Years in Hollywood, from “Splash” to “Forrest Gump” to “Elvis”",https://www.youtube.com/watch?v=XgOBq6OK3Ng,XgOBq6OK3Ng,Wondery,"734,350 views",,1:59:45,7185,734350
ARNOLD SCHWARZENEGGER On How To Change The Trajectory of Your Life! ”I was unhappy with reality…”,https://www.youtube.com/watch?v=gvwYAdynzzU,gvwYAdynzzU,Jay Shetty Podcast,"897,883 views",,1:48:52,6532,897883
"These Kids Are TELEPATHIC! They Can Read Minds, See Auras & Speak to The Other Side! | Ky Dickens",https://www.youtube.com/watch?v=bY6JTLwkUzc,bY6JTLwkUzc,Jay Shetty Podcast,"31,594 views",,1:32:04,5524,31594
Harvey Speaks: Shocking Emails Revealed | Ep 2,https://www.youtube.com/watch?v=fZ9tYHt-j1g,fZ9tYHt-j1g,Candace Owens,"45,764 watching",,,0,45764
"Actors Roundtable: Adam Driver, Shia LaBeouf, Robert De Niro, Tom Hanks, Jamie Foxx | Close Up",https://www.youtube.com/watch?v=ibPkLdbG4VU,ibPkLdbG4VU,The Hollywood Reporter,"15,354,566 views",,58:36,3516,15354566
Rebel Wilson: The Truth About Sacha Baron Cohen! Trauma Was The Reason I Couldn't Lose Weight!,https://www.youtube.com/watch?v=-xjneW1XZBs,-xjneW1XZBs,The Diary Of A CEO,"1,247,340 views",,1:34:50,5690,1247340
"James Corden ON Work-Life Balance, Family Struggles, & The REAL Reason He Left Late-Night",https://www.youtube.com/watch?v=SdUaKImSybs,SdUaKImSybs,Jay Shetty Podcast,"1,323,044 views",,1:39:14,5954,1323044
Tom Hanks: People Don't Realize This About Elvis Presley's Manager,https://www.youtube.com/watch?v=LJWssAW10Mg,LJWssAW10Mg,Guy Raz,"712,343 views",,17:27,1047,712343
"Trevor Noah ON: For People Who FEEL LOST In Life, WATCH THIS To Find Yourself |  Jay Shetty",https://www.youtube.com/watch?v=a5BHutz6P-g,a5BHutz6P-g,Jay Shetty Podcast,"3,447,728 views",,1:31:10,5470,3447728
Tom Hanks' terrifying experience,https://www.youtube.com/watch?v=1gT7Eq0g3Mg,1gT7Eq0g3Mg,Kevin Nealon,"307,290 views",,22:46,1366,307290
The Detox Expert: Drink THIS First Thing In The Morning On An Empty Stomach!,https://www.youtube.com/watch?v=P7FWTG-tSe4,P7FWTG-tSe4,Jay Shetty Podcast,"804,984 views",,1:17:23,4643,804984
Simon Cowell Opens Up About His Heartbreaking Loss & His Regrets About One Direction!,https://www.youtube.com/watch?v=BvsbCdCG8gE,BvsbCdCG8gE,The Diary Of A CEO,"5,680,716 views",,2:09:31,7771,5680716
WORLD LEADING THERAPIST Answers Relationship Questions Most People Are Afraid to Ask | Lori Gottlieb,https://www.youtube.com/watch?v=CQ6lqkeQVQ4,CQ6lqkeQVQ4,Jay Shetty Podcast,"820,218 views",,1:22:08,4928,820218
Oscar winning actor & writer Tom Hanks gives the Oxford Union an acting lesson,https://www.youtube.com/watch?v=gWnMgMEVABM,gWnMgMEVABM,OxfordUnion,"2,054,138 views",,18:41,1121,2054138
"""Trump Won't Forgive This"" - Andrew Tate DESTROYS Zelenskyy Over Oval Office MELTDOWN!",https://www.youtube.com/watch?v=VAGOTNpX_Gw,VAGOTNpX_Gw,Valuetainment,"828,444 views",,16:53,1013,828444
"Gabriel Iglesias Opens Up About MENTAL HEALTH, Moving On From RELATIONSHIPS, & Why He Almost RETIRED",https://www.youtube.com/watch?v=2YIvZ2PFgl8,2YIvZ2PFgl8,Lewis Howes,"988,258 views",,1:05:56,3956,988258
Tom Hanks Eats His Last Meal,https://www.youtube.com/watch?v=xxSyov0Hjz8,xxSyov0Hjz8,Mythical Kitchen,"6,260,208 views",,37:14,2234,6260208
The Gilded Age | Full Documentary | AMERICAN EXPERIENCE | PBS,https://www.youtube.com/watch?v=yjpYzFtxfjU,yjpYzFtxfjU,American Experience | PBS,"8,997,138 views",,1:53:12,6792,8997138
Watch Trudeau speak directly to Trump during blistering speech,https://www.youtube.com/watch?v=wz_42pckM7w,wz_42pckM7w,CNN,"3,495,642 views",,21:01,1261,3495642
How The System Keeps YOU POOR! (Money Myths That Keep You Broke) | Jaspreet Singh on Impact Theory,https://www.youtube.com/watch?v=42k9vH3OXI0,42k9vH3OXI0,Tom Bilyeu,"2,530,625 views",,1:04:17,3857,2530625
Lewis Howes ON: Unlocking The POWER OF YOUR MIND For Success & Abundance! | Jay Shetty,https://www.youtube.com/watch?v=54iHHsucmt0,54iHHsucmt0,Jay Shetty Podcast,"905,824 views",,1:18:32,4712,905824
"The Money Expert: ""Do Not Buy A House!"" 10 Ways To Make REAL Money: Ramit Sethi",https://www.youtube.com/watch?v=ORqd9QAC8OY,ORqd9QAC8OY,The Diary Of A CEO,"8,199,645 views",,1:38:22,5902,8199645
"Robert Kiyosaki on Financial Literacy, Wealth Building, and the Failure of Education",https://www.youtube.com/watch?v=BWLM5oYqyMk,BWLM5oYqyMk,Dad Saves America,"549,685 views",,45:24,2724,549685
Tony Robbins ON: How To BRAINWASH Yourself For Success & Destroy NEGATIVE THOUGHTS! | Jay Shetty,https://www.youtube.com/watch?v=BwjnG45zO5U,BwjnG45zO5U,Jay Shetty Podcast,"2,906,910 views",,1:33:42,5622,2906910
Scott Galloway: The ONLY Savings Strategy You Need In Your 20s & 30s (Start With 3%),https://www.youtube.com/watch?v=wmtCENAmYmU,wmtCENAmYmU,Jay Shetty Podcast,"278,838 views",,1:29:45,5385,278838
"5 Rules of Money: How to Make It, Save It, & Be Smarter About It",https://www.youtube.com/watch?v=x6S63406raY,x6S63406raY,Mel Robbins,"1,159,995 views",,1:29:29,5369,1159995
David Goggins: How to Build Immense Inner Strength,https://www.youtube.com/watch?v=nDLb8_wgX50,nDLb8_wgX50,Andrew Huberman,"18,188,117 views",,2:37:35,9455,18188117
The INVESTING Expert: Do This To Get RICH and STAY Rich (It’s SIMPLE!) | Morgan Housel,https://www.youtube.com/watch?v=COYS0AV4h7w,COYS0AV4h7w,Lewis Howes,"822,614 views",,1:15:27,4527,822614
Dave Ramsey's SECRET TO WEALTH & RICHES Will Leave You SPEECHLESS! | Jay Shetty,https://www.youtube.com/watch?v=mc68ZO-5eDY,mc68ZO-5eDY,Jay Shetty Podcast,"724,703 views",,55:26,3326,724703
World Leading Psychologist ON Why You’re FAILING and Why Discomfort Will UNLOCK Success | Adam Grant,https://www.youtube.com/watch?v=6y1fcHUOHZI,6y1fcHUOHZI,Jay Shetty Podcast,"522,250 views",,1:25:50,5150,522250
DO THIS Daily Habit To Manifest ABUNDANCE & SUCCESS! | Vishen Lakhiani & Jay Shetty,https://www.youtube.com/watch?v=-d1dvrj_fMk,-d1dvrj_fMk,Jay Shetty Podcast,"2,908,344 views",,54:23,3263,2908344
The 20 Rules of Money,https://www.youtube.com/watch?v=D9cPAuZIigs,D9cPAuZIigs,Valuetainment,"7,639,892 views",,25:28,1528,7639892
"If You Feel LOST, LAZY & UNMOTIVATED In Life, WATCH THIS! | Jay Shetty",https://www.youtube.com/watch?v=_qU3LmhSJW4,_qU3LmhSJW4,Jay Shetty Podcast,"1,197,789 views",,2:16:54,8214,1197789
SHIFT Your Money FREQUENCY From Lack To ABUNDANCE & ATTRACT WEALTH (This Will FREE You!) Dan Martell,https://www.youtube.com/watch?v=2ut4s8cr3Yk,2ut4s8cr3Yk,Lewis Howes,"675,675 views",,1:41:34,6094,675675
INVESTING Expert: How I Went From $0-$1M By 30! (Anyone Can Do THIS!) | Vivian Tu,https://www.youtube.com/watch?v=fUtDU0U7Zqw,fUtDU0U7Zqw,Lewis Howes,"1,535,932 views",,1:17:49,4669,1535932
The Money Expert: They're Lying to You—Academic Skills Don't Translate to a Stable Career...,https://www.youtube.com/watch?v=uLPz0WmYv_E,uLPz0WmYv_E,Jay Shetty Podcast,"1,505,454 views",,1:30:31,5431,1505454
What Financial Experts Won't Tell You About Money,https://www.youtube.com/watch?v=EIoEkbk4zcM,EIoEkbk4zcM,Erika Kullberg,"2,003,299 views",,1:32:38,5558,2003299
"Robert Greene: How To Seduce Anyone, Build Confidence & Become Powerful | E232",https://www.youtube.com/watch?v=Qv70RMUFlu0,Qv70RMUFlu0,The Diary Of A CEO,"15,124,345 views",,1:54:48,6888,15124345
Dr. Joe Dispenza: WATCH THIS To Rewire Your Brain & ATTRACT Anything You Want,https://www.youtube.com/watch?v=F-MEegYIWaM,F-MEegYIWaM,Jay Shetty Podcast,"1,136,619 views",,1:14:51,4491,1136619
"MICHELLE OBAMA Opens Up On Her 8 Years In The White House: ""We Know Too Much.""",https://www.youtube.com/watch?v=X2vNGwMCw-M,X2vNGwMCw-M,Jay Shetty Podcast,"2,871,437 views",,1:07:25,4045,2871437
"Secret Agent: If You’re Easily Offended, You’re Easily Manipulated! This 1 Trick Catches A Lie In 2s",https://www.youtube.com/watch?v=7l_0ZcSuRwg,7l_0ZcSuRwg,The Diary Of A CEO,"2,130,865 views",,2:38:50,9530,2130865
Cynthia Erivo in the Wicked Wild (Full Episode) | Running Wild with Bear Grylls: The Challenge,https://www.youtube.com/watch?v=2tdZUqbRhYY,2tdZUqbRhYY,National Geographic,"392,966 views",,44:21,2661,392966
Ariana Grande and Cynthia Erivo 'Wicked' Performance at 97th Oscars (2025),https://www.youtube.com/watch?v=In-GXkhzFNM,In-GXkhzFNM,Oscars,"2,798,821 views",,7:15,435,2798821
#1 CELEBRITY MEDIUM: How To Tap Into Your Inner PSYCHIC & What Your Inner Voice REALLY Means,https://www.youtube.com/watch?v=gTnZvIpauao,gTnZvIpauao,Jay Shetty Podcast,"1,048,933 views",,1:46:52,6412,1048933
"'Wicked': Cynthia Erivo and Jon M. Chu on Creating Elphaba, the Party Scene and Getting Subversive",https://www.youtube.com/watch?v=s1HlenTAZFo,s1HlenTAZFo,TheWrap,"93,614 views",,49:41,2981,93614
A 3-Step Guide to Believing in Yourself | Sheryl Lee Ralph | TED,https://www.youtube.com/watch?v=zy2Zj8yIe6c,zy2Zj8yIe6c,TED,"1,122,690 views",,15:33,933,1122690
"Trevor Noah ON: For People Who FEEL LOST In Life, WATCH THIS To Find Yourself |  Jay Shetty",https://www.youtube.com/watch?v=a5BHutz6P-g,a5BHutz6P-g,Jay Shetty Podcast,"3,447,728 views",,1:31:10,5470,3447728
"Cynthia Erivo on Wicked Oscar Nom, Making Elphaba’s Songs Her Own & She Answers Questions from Kids",https://www.youtube.com/watch?v=g6dE4B0ESDg,g6dE4B0ESDg,Jimmy Kimmel Live,"368,099 views",,13:49,829,368099
"Cynthia Erivo on Connections She Shared with ""Wicked"" Co-Star Ariana Grande & Director Jon M. Chu",https://www.youtube.com/watch?v=ioXUnLoNbs0,ioXUnLoNbs0,The Drew Barrymore Show,"221,495 views",,16:21,981,221495
"Wicked's Cynthia Erivo Emotional Interview: Coming Out Queer, Jonathan Bailey & Singing With Ariana",https://www.youtube.com/watch?v=tpMauAfiXOc,tpMauAfiXOc, Reign With Josh Smith ,"124,132 views",,29:10,1750,124132
How To Handle Difficult People & Take Back Your Peace and Power,https://www.youtube.com/watch?v=XhBp6GZzH6k,XhBp6GZzH6k,Mel Robbins,"219,026 views",,50:59,3059,219026
Robert Greene On How To Stop Feeling Empty Inside & Finding Your Unique Purpose,https://www.youtube.com/watch?v=nXs4UABX4Kc,nXs4UABX4Kc,Jay Shetty Podcast,"1,487,131 views",,1:18:54,4734,1487131
'Wicked' Cast Takes Over Kelly Clarkson Show | Full Interview,https://www.youtube.com/watch?v=JOpsOnFC_rU,JOpsOnFC_rU,The Kelly Clarkson Show,"1,537,823 views",,25:16,1516,1537823
"Actress Roundtable: Angelina Jolie, Demi Moore, Zendaya, Zoe Saldaña, Mikey Madison & Tilda Swinton",https://www.youtube.com/watch?v=yG9KMfYfgEo,yG9KMfYfgEo,The Hollywood Reporter,"4,455,421 views",,58:44,3524,4455421
Extended interview: Cynthia Erivo,https://www.youtube.com/watch?v=w0Mah6V9CNU,w0Mah6V9CNU,CBS Sunday Morning,"42,168 views",,25:00,1500,42168
WORLD LEADING THERAPIST Answers Relationship Questions Most People Are Afraid to Ask | Lori Gottlieb,https://www.youtube.com/watch?v=CQ6lqkeQVQ4,CQ6lqkeQVQ4,Jay Shetty Podcast,"820,218 views",,1:22:08,4928,820218
Wicked's Ariana Grande & Cynthia Erivo Take Lie Detector Tests | Vanity Fair,https://www.youtube.com/watch?v=sqMBTSyQXdE,sqMBTSyQXdE,Vanity Fair,"5,568,893 views",,21:01,1261,5568893
Angelina Jolie & Cynthia Erivo | Actors on Actors,https://www.youtube.com/watch?v=sIxjJznFhrA,sIxjJznFhrA,Variety,"1,407,100 views",,33:00,1980,1407100
Cynthia Erivo Live In Concert The Royal Albert Hall London August 2022,https://www.youtube.com/watch?v=m9Hgi90LTv8,m9Hgi90LTv8,Jonathan Buxton,"1,320,122 views",,1:34:44,5684,1320122
Mel Robbins: The ‘Let Them Theory’ (A Life-Changing Hack That 15M People Can’t Stop Talking About),https://www.youtube.com/watch?v=P91b4civBxA,P91b4civBxA,Jay Shetty Podcast,"917,941 views",,1:23:57,5037,917941
Change Your Body & Your Life in 1 Month: 4 Small Habits That Actually Work,https://www.youtube.com/watch?v=mMHNvy9pFj0,mMHNvy9pFj0,Mel Robbins,"315,253 views",,1:43:45,6225,315253
Robert Greene On How To Stop Feeling Empty Inside & Finding Your Unique Purpose,https://www.youtube.com/watch?v=nXs4UABX4Kc,nXs4UABX4Kc,Jay Shetty Podcast,"1,487,131 views",,1:18:54,4734,1487131
The First Steps To Reducing Your Anxiety with author Mel Robbins | A Bit of Optimism Podcast,https://www.youtube.com/watch?v=JP5USHGSF8o,JP5USHGSF8o,Simon Sinek,"369,712 views",,57:11,3431,369712
Lewis Howes ON: Unlocking The POWER OF YOUR MIND For Success & Abundance! | Jay Shetty,https://www.youtube.com/watch?v=54iHHsucmt0,54iHHsucmt0,Jay Shetty Podcast,"905,824 views",,1:18:32,4712,905824
"Leading Neuroscientist: Stress Leaks Through Skin, Is Contagious, Gives You Belly Fat! Dr Tara Swart",https://www.youtube.com/watch?v=hCW2NHbWNwA,hCW2NHbWNwA,The Diary Of A CEO,"15,778,848 views",,2:04:34,7474,15778848
Mel Robbins: This One Hack Will Unlock Your Happier Life | E108,https://www.youtube.com/watch?v=0kOtvoX88J0,0kOtvoX88J0,The Diary Of A CEO,"3,527,666 views",,1:58:59,7139,3527666
How to Control Your Mind & Redirect Your Energy to Self Transformation,https://www.youtube.com/watch?v=Cp6Kd-JAMRo,Cp6Kd-JAMRo,Mel Robbins,"215,679 views",,1:04:56,3896,215679
Find Your Life's Purpose By Doing This ONE Thing,https://www.youtube.com/watch?v=aNAZZVVLzAA,aNAZZVVLzAA,Jay Shetty,"100,784 views",,14:28,868,100784
#1 LOVE Therapist: This Relationship Mistake Is HURTING Your Intimacy & Sex Life | Esther Perel,https://www.youtube.com/watch?v=eahzk9k8ax8,eahzk9k8ax8,Lewis Howes,"336,767 views",,59:24,3564,336767
How to let go of what you can’t control.,https://www.youtube.com/watch?v=CGvfAoFsdEk,CGvfAoFsdEk,Mel Robbins,"301,660 views",,45:15,2715,301660
DO THIS Everyday To Completely Heal Your BODY & MIND | Dr. Daniel Amen & Jay Shetty,https://www.youtube.com/watch?v=90bxNpimtb8,90bxNpimtb8,Jay Shetty Podcast,"3,331,690 views",,1:09:47,4187,3331690
"If You Struggle With Stress & Anxiety, This Will Change Your Life",https://www.youtube.com/watch?v=6TiJuzF0iD0,6TiJuzF0iD0,Mel Robbins,"139,317 views",,1:05:41,3941,139317
"Secret Agent: If You’re Easily Offended, You’re Easily Manipulated! This 1 Trick Catches A Lie In 2s",https://www.youtube.com/watch?v=7l_0ZcSuRwg,7l_0ZcSuRwg,The Diary Of A CEO,"2,130,865 views",,2:38:50,9530,2130865
"Dr Joe Dispenza: How to Reprogram Your Mind, Transcend Reality, & CREATE Your Dream Life!",https://www.youtube.com/watch?v=XgOE-5k0rvs,XgOE-5k0rvs,Lewis Howes,"838,517 views",,58:44,3524,838517
Mel Robbins: Saying These 2 Words Could Fix Your Anxiety! (Brand New Trick),https://www.youtube.com/watch?v=iEo48f_Rs4w,iEo48f_Rs4w,The Diary Of A CEO,"2,114,411 views",,1:36:35,5795,2114411
WATCH THIS EVERY DAY To Brainwash Yourself For SUCCESS & ABUNDANCE! | Joe Dispenza & Jay Shetty,https://www.youtube.com/watch?v=4qykb6jKXdo,4qykb6jKXdo,Jay Shetty Podcast,"6,488,169 views",,20:25,1225,6488169
Mel Robbins: The 'Let Them Theory' (Transform Your Life by Creating Boundaries + Unlocking Peace),https://www.youtube.com/watch?v=9OsNWnZJXrs,9OsNWnZJXrs,Lewis Howes,"231,761 views",,1:17:53,4673,231761
